OBS,ID,CS,CSRUM,CSPRRM,TT1,TC1,TT2,TC2,TT3,TC3,Choice,Sex,Age,Edu,IncHH,Urb,SClass
374,38,4,0,1,27,4,23,5,35,3,2,2,28,4,17,2,2
375,38,5,1,0,35,3,27,6,31,5,2,2,28,4,17,2,2
376,38,6,0,1,23,6,27,5,35,3,1,2,28,4,17,2,2
377,38,7,1,0,35,3,31,5,23,6,3,2,28,4,17,2,2
378,38,8,0,0,27,5,23,6,31,3,2,2,28,4,17,2,2
379,38,9,0,0,35,3,31,4,27,6,3,2,28,4,17,2,2
380,38,10,0,0,23,6,27,4,31,3,1,2,28,4,17,2,2
381,39,1,1,1,23,6,27,4,35,3,2,1,23,2,20,3,88888
382,39,2,0,1,27,5,35,4,23,6,2,1,23,2,20,3,88888
383,39,3,1,0,35,3,23,5,31,4,3,1,23,2,20,3,88888
384,39,4,0,1,27,4,23,5,35,3,3,1,23,2,20,3,88888
385,39,5,1,0,35,3,27,6,31,5,1,1,23,2,20,3,88888
386,39,6,0,1,23,6,27,5,35,3,3,1,23,2,20,3,88888
387,39,7,1,0,35,3,31,5,23,6,1,1,23,2,20,3,88888
388,39,8,0,0,27,5,23,6,31,3,3,1,23,2,20,3,88888
389,39,9,0,0,35,3,31,4,27,6,1,1,23,2,20,3,88888
390,39,10,0,0,23,6,27,4,31,3,3,1,23,2,20,3,88888
391,40,1,1,1,23,6,27,4,35,3,2,1,56,6,17,2,2
392,40,2,0,1,27,5,35,4,23,6,1,1,56,6,17,2,2
393,40,3,1,0,35,3,23,5,31,4,2,1,56,6,17,2,2
394,40,4,0,1,27,4,23,5,35,3,2,1,56,6,17,2,2
395,40,5,1,0,35,3,27,6,31,5,3,1,56,6,17,2,2
396,40,6,0,1,23,6,27,5,35,3,2,1,56,6,17,2,2
397,40,7,1,0,35,3,31,5,23,6,2,1,56,6,17,2,2
398,40,8,0,0,27,5,23,6,31,3,1,1,56,6,17,2,2
399,40,9,0,0,35,3,31,4,27,6,2,1,56,6,17,2,2
400,40,10,0,0,23,6,27,4,31,3,2,1,56,6,17,2,2
401,41,1,1,1,23,6,27,4,35,3,2,1,66,3,17,2,3
402,41,2,0,1,27,5,35,4,23,6,1,1,66,3,17,2,3
403,41,3,1,0,35,3,23,5,31,4,1,1,66,3,17,2,3
404,41,4,0,1,27,4,23,5,35,3,1,1,66,3,17,2,3
405,41,5,1,0,35,3,27,6,31,5,1,1,66,3,17,2,3
406,41,6,0,1,23,6,27,5,35,3,2,1,66,3,17,2,3
407,41,7,1,0,35,3,31,5,23,6,2,1,66,3,17,2,3
408,41,8,0,0,27,5,23,6,31,3,1,1,66,3,17,2,3
409,41,9,0,0,35,3,31,4,27,6,1,1,66,3,17,2,3
410,41,10,0,0,23,6,27,4,31,3,2,1,66,3,17,2,3
411,42,1,1,1,23,6,27,4,35,3,2,88888,88888,88888,88888,88888,88888
412,42,2,0,1,27,5,35,4,23,6,1,88888,88888,88888,88888,88888,88888
413,42,3,1,0,35,3,23,5,31,4,2,88888,88888,88888,88888,88888,88888
414,42,4,0,1,27,4,23,5,35,3,1,88888,88888,88888,88888,88888,88888
415,42,5,1,0,35,3,27,6,31,5,2,88888,88888,88888,88888,88888,88888
416,42,6,0,1,23,6,27,5,35,3,2,88888,88888,88888,88888,88888,88888
417,42,7,1,0,35,3,31,5,23,6,2,88888,88888,88888,88888,88888,88888
418,42,8,0,0,27,5,23,6,31,3,1,88888,88888,88888,88888,88888,88888
419,42,9,0,0,35,3,31,4,27,6,2,88888,88888,88888,88888,88888,88888
420,42,10,0,0,23,6,27,4,31,3,2,88888,88888,88888,88888,88888,88888
421,43,1,1,1,23,6,27,4,35,3,2,88888,88888,88888,88888,88888,88888
422,43,2,0,1,27,5,35,4,23,6,1,88888,88888,88888,88888,88888,88888
423,43,3,1,0,35,3,23,5,31,4,2,88888,88888,88888,88888,88888,88888
424,43,4,0,1,27,4,23,5,35,3,1,88888,88888,88888,88888,88888,88888
425,43,5,1,0,35,3,27,6,31,5,1,88888,88888,88888,88888,88888,88888
426,43,6,0,1,23,6,27,5,35,3,2,88888,88888,88888,88888,88888,88888
427,43,7,1,0,35,3,31,5,23,6,1,88888,88888,88888,88888,88888,88888
428,43,8,0,0,27,5,23,6,31,3,1,88888,88888,88888,88888,88888,88888
429,43,9,0,0,35,3,31,4,27,6,2,88888,88888,88888,88888,88888,88888
430,43,10,0,0,23,6,27,4,31,3,3,88888,88888,88888,88888,88888,88888
431,44,1,1,1,23,6,27,4,35,3,3,1,60,3,6,1,5
432,44,2,0,1,27,5,35,4,23,6,2,1,60,3,6,1,5
433,44,3,1,0,35,3,23,5,31,4,1,1,60,3,6,1,5
434,44,4,0,1,27,4,23,5,35,3,3,1,60,3,6,1,5
435,44,5,1,0,35,3,27,6,31,5,1,1,60,3,6,1,5
436,44,6,0,1,23,6,27,5,35,3,3,1,60,3,6,1,5
437,44,7,1,0,35,3,31,5,23,6,1,1,60,3,6,1,5
438,44,8,0,0,27,5,23,6,31,3,3,1,60,3,6,1,5
439,44,9,0,0,35,3,31,4,27,6,1,1,60,3,6,1,5
440,44,10,0,0,23,6,27,4,31,3,3,1,60,3,6,1,5
441,45,1,1,1,23,6,27,4,35,3,2,1,52,5,17,2,2
442,45,2,0,1,27,5,35,4,23,6,3,1,52,5,17,2,2
443,45,3,1,0,35,3,23,5,31,4,2,1,52,5,17,2,2
444,45,4,0,1,27,4,23,5,35,3,2,1,52,5,17,2,2
445,45,5,1,0,35,3,27,6,31,5,2,1,52,5,17,2,2
446,45,6,0,1,23,6,27,5,35,3,2,1,52,5,17,2,2
447,45,7,1,0,35,3,31,5,23,6,3,1,52,5,17,2,2
448,45,8,0,0,27,5,23,6,31,3,2,1,52,5,17,2,2
449,45,9,0,0,35,3,31,4,27,6,1,1,52,5,17,2,2
450,45,10,0,0,23,6,27,4,31,3,2,1,52,5,17,2,2
451,46,1,1,1,23,6,27,4,35,3,2,2,48,7,18,4,1
452,46,2,0,1,27,5,35,4,23,6,2,2,48,7,18,4,1
453,46,3,1,0,35,3,23,5,31,4,2,2,48,7,18,4,1
454,46,4,0,1,27,4,23,5,35,3,1,2,48,7,18,4,1
455,46,5,1,0,35,3,27,6,31,5,1,2,48,7,18,4,1
456,46,6,0,1,23,6,27,5,35,3,2,2,48,7,18,4,1
457,46,7,1,0,35,3,31,5,23,6,2,2,48,7,18,4,1
458,46,8,0,0,27,5,23,6,31,3,3,2,48,7,18,4,1
459,46,9,0,0,35,3,31,4,27,6,2,2,48,7,18,4,1
460,46,10,0,0,23,6,27,4,31,3,2,2,48,7,18,4,1
461,47,1,1,1,23,6,27,4,35,3,1,1,63,4,16,2,3
462,47,2,0,1,27,5,35,4,23,6,3,1,63,4,16,2,3
463,47,3,1,0,35,3,23,5,31,4,2,1,63,4,16,2,3
464,47,4,0,1,27,4,23,5,35,3,2,1,63,4,16,2,3
465,47,5,1,0,35,3,27,6,31,5,3,1,63,4,16,2,3
466,47,6,0,1,23,6,27,5,35,3,1,1,63,4,16,2,3
467,47,7,1,0,35,3,31,5,23,6,3,1,63,4,16,2,3
468,47,8,0,0,27,5,23,6,31,3,2,1,63,4,16,2,3
469,47,9,0,0,35,3,31,4,27,6,3,1,63,4,16,2,3
470,47,10,0,0,23,6,27,4,31,3,1,1,63,4,16,2,3
471,48,1,1,1,23,6,27,4,35,3,1,1,63,4,16,2,3
472,48,2,0,1,27,5,35,4,23,6,3,1,63,4,16,2,3
473,48,3,1,0,35,3,23,5,31,4,2,1,63,4,16,2,3
474,48,4,0,1,27,4,23,5,35,3,2,1,63,4,16,2,3
475,48,5,1,0,35,3,27,6,31,5,2,1,63,4,16,2,3
476,48,6,0,1,23,6,27,5,35,3,1,1,63,4,16,2,3
477,48,7,1,0,35,3,31,5,23,6,3,1,63,4,16,2,3
478,48,8,0,0,27,5,23,6,31,3,2,1,63,4,16,2,3
479,48,9,0,0,35,3,31,4,27,6,2,1,63,4,16,2,3
480,48,10,0,0,23,6,27,4,31,3,1,1,63,4,16,2,3
481,49,1,1,1,23,6,27,4,35,3,2,2,29,4,15,4,3
482,49,2,0,1,27,5,35,4,23,6,2,2,29,4,15,4,3
483,49,3,1,0,35,3,23,5,31,4,3,2,29,4,15,4,3
484,49,4,0,1,27,4,23,5,35,3,1,2,29,4,15,4,3
485,49,5,1,0,35,3,27,6,31,5,3,2,29,4,15,4,3
486,49,6,0,1,23,6,27,5,35,3,2,2,29,4,15,4,3
487,49,7,1,0,35,3,31,5,23,6,2,2,29,4,15,4,3
488,49,8,0,0,27,5,23,6,31,3,1,2,29,4,15,4,3
489,49,9,0,0,35,3,31,4,27,6,2,2,29,4,15,4,3
490,49,10,0,0,23,6,27,4,31,3,2,2,29,4,15,4,3
491,50,1,1,1,23,6,27,4,35,3,3,2,30,4,2,1,5
492,50,2,0,1,27,5,35,4,23,6,2,2,30,4,2,1,5
493,50,3,1,0,35,3,23,5,31,4,1,2,30,4,2,1,5
494,50,4,0,1,27,4,23,5,35,3,3,2,30,4,2,1,5
495,50,5,1,0,35,3,27,6,31,5,1,2,30,4,2,1,5
496,50,6,0,1,23,6,27,5,35,3,3,2,30,4,2,1,5
497,50,7,1,0,35,3,31,5,23,6,1,2,30,4,2,1,5
498,50,8,0,0,27,5,23,6,31,3,3,2,30,4,2,1,5
499,50,9,0,0,35,3,31,4,27,6,1,2,30,4,2,1,5
500,50,10,0,0,23,6,27,4,31,3,3,2,30,4,2,1,5
501,51,1,1,1,23,6,27,4,35,3,3,1,57,6,17,4,1
502,51,2,0,1,27,5,35,4,23,6,2,1,57,6,17,4,1
503,51,3,1,0,35,3,23,5,31,4,1,1,57,6,17,4,1
504,51,4,0,1,27,4,23,5,35,3,3,1,57,6,17,4,1
505,51,5,1,0,35,3,27,6,31,5,1,1,57,6,17,4,1
506,51,6,0,1,23,6,27,5,35,3,3,1,57,6,17,4,1
507,51,7,1,0,35,3,31,5,23,6,1,1,57,6,17,4,1
508,51,8,0,0,27,5,23,6,31,3,3,1,57,6,17,4,1
509,51,9,0,0,35,3,31,4,27,6,1,1,57,6,17,4,1
510,51,10,0,0,23,6,27,4,31,3,3,1,57,6,17,4,1
511,52,1,1,1,23,6,27,4,35,3,2,88888,88888,88888,88888,88888,88888
512,52,2,0,1,27,5,35,4,23,6,1,88888,88888,88888,88888,88888,88888
513,52,3,1,0,35,3,23,5,31,4,2,88888,88888,88888,88888,88888,88888
514,52,4,0,1,27,4,23,5,35,3,2,88888,88888,88888,88888,88888,88888
515,52,5,1,0,35,3,27,6,31,5,1,88888,88888,88888,88888,88888,88888
516,52,6,0,1,23,6,27,5,35,3,2,88888,88888,88888,88888,88888,88888
517,52,7,1,0,35,3,31,5,23,6,3,88888,88888,88888,88888,88888,88888
518,52,8,0,0,27,5,23,6,31,3,1,88888,88888,88888,88888,88888,88888
519,52,9,0,0,35,3,31,4,27,6,1,88888,88888,88888,88888,88888,88888
520,52,10,0,0,23,6,27,4,31,3,3,88888,88888,88888,88888,88888,88888
521,53,1,1,1,23,6,27,4,35,3,3,2,44,4,17,2,1
522,53,2,0,1,27,5,35,4,23,6,2,2,44,4,17,2,1
523,53,3,1,0,35,3,23,5,31,4,1,2,44,4,17,2,1
524,53,4,0,1,27,4,23,5,35,3,3,2,44,4,17,2,1
525,53,5,1,0,35,3,27,6,31,5,1,2,44,4,17,2,1
526,53,6,0,1,23,6,27,5,35,3,3,2,44,4,17,2,1
527,53,7,1,0,35,3,31,5,23,6,1,2,44,4,17,2,1
528,53,8,0,0,27,5,23,6,31,3,3,2,44,4,17,2,1
529,53,9,0,0,35,3,31,4,27,6,1,2,44,4,17,2,1
530,53,10,0,0,23,6,27,4,31,3,3,2,44,4,17,2,1
531,54,1,1,1,23,6,27,4,35,3,1,1,29,6,13,5,2
532,54,2,0,1,27,5,35,4,23,6,3,1,29,6,13,5,2
533,54,3,1,0,35,3,23,5,31,4,2,1,29,6,13,5,2
534,54,4,0,1,27,4,23,5,35,3,2,1,29,6,13,5,2
535,54,5,1,0,35,3,27,6,31,5,2,1,29,6,13,5,2
536,54,6,0,1,23,6,27,5,35,3,1,1,29,6,13,5,2
537,54,7,1,0,35,3,31,5,23,6,3,1,29,6,13,5,2
538,54,8,0,0,27,5,23,6,31,3,2,1,29,6,13,5,2
539,54,9,0,0,35,3,31,4,27,6,3,1,29,6,13,5,2
540,54,10,0,0,23,6,27,4,31,3,1,1,29,6,13,5,2
541,55,1,1,1,23,6,27,4,35,3,2,2,53,4,18,5,2
542,55,2,0,1,27,5,35,4,23,6,1,2,53,4,18,5,2
543,55,3,1,0,35,3,23,5,31,4,2,2,53,4,18,5,2
544,55,4,0,1,27,4,23,5,35,3,1,2,53,4,18,5,2
545,55,5,1,0,35,3,27,6,31,5,2,2,53,4,18,5,2
546,55,6,0,1,23,6,27,5,35,3,2,2,53,4,18,5,2
547,55,7,1,0,35,3,31,5,23,6,3,2,53,4,18,5,2
548,55,8,0,0,27,5,23,6,31,3,1,2,53,4,18,5,2
549,55,9,0,0,35,3,31,4,27,6,3,2,53,4,18,5,2
550,55,10,0,0,23,6,27,4,31,3,2,2,53,4,18,5,2
551,56,1,1,1,23,6,27,4,35,3,2,2,45,4,13,2,4
552,56,2,0,1,27,5,35,4,23,6,1,2,45,4,13,2,4
553,56,3,1,0,35,3,23,5,31,4,2,2,45,4,13,2,4
554,56,4,0,1,27,4,23,5,35,3,1,2,45,4,13,2,4
555,56,5,1,0,35,3,27,6,31,5,1,2,45,4,13,2,4
556,56,6,0,1,23,6,27,5,35,3,2,2,45,4,13,2,4
557,56,7,1,0,35,3,31,5,23,6,2,2,45,4,13,2,4
558,56,8,0,0,27,5,23,6,31,3,1,2,45,4,13,2,4
559,56,9,0,0,35,3,31,4,27,6,2,2,45,4,13,2,4
560,56,10,0,0,23,6,27,4,31,3,2,2,45,4,13,2,4
561,57,1,1,1,23,6,27,4,35,3,2,1,37,5,17,1,1
562,57,2,0,1,27,5,35,4,23,6,1,1,37,5,17,1,1
563,57,3,1,0,35,3,23,5,31,4,2,1,37,5,17,1,1
564,57,4,0,1,27,4,23,5,35,3,1,1,37,5,17,1,1
565,57,5,1,0,35,3,27,6,31,5,3,1,37,5,17,1,1
566,57,6,0,1,23,6,27,5,35,3,1,1,37,5,17,1,1
567,57,7,1,0,35,3,31,5,23,6,3,1,37,5,17,1,1
568,57,8,0,0,27,5,23,6,31,3,2,1,37,5,17,1,1
569,57,9,0,0,35,3,31,4,27,6,3,1,37,5,17,1,1
570,57,10,0,0,23,6,27,4,31,3,1,1,37,5,17,1,1
571,58,1,1,1,23,6,27,4,35,3,3,1,36,4,11,2,2
572,58,2,0,1,27,5,35,4,23,6,2,1,36,4,11,2,2
573,58,3,1,0,35,3,23,5,31,4,1,1,36,4,11,2,2
574,58,4,0,1,27,4,23,5,35,3,3,1,36,4,11,2,2
575,58,5,1,0,35,3,27,6,31,5,1,1,36,4,11,2,2
576,58,6,0,1,23,6,27,5,35,3,3,1,36,4,11,2,2
577,58,7,1,0,35,3,31,5,23,6,1,1,36,4,11,2,2
578,58,8,0,0,27,5,23,6,31,3,3,1,36,4,11,2,2
579,58,9,0,0,35,3,31,4,27,6,1,1,36,4,11,2,2
580,58,10,0,0,23,6,27,4,31,3,3,1,36,4,11,2,2
581,59,1,1,1,23,6,27,4,35,3,3,1,36,4,11,2,2
582,59,2,0,1,27,5,35,4,23,6,2,1,36,4,11,2,2
583,59,3,1,0,35,3,23,5,31,4,1,1,36,4,11,2,2
584,59,4,0,1,27,4,23,5,35,3,3,1,36,4,11,2,2
585,59,5,1,0,35,3,27,6,31,5,1,1,36,4,11,2,2
586,59,6,0,1,23,6,27,5,35,3,3,1,36,4,11,2,2
587,59,7,1,0,35,3,31,5,23,6,1,1,36,4,11,2,2
588,59,8,0,0,27,5,23,6,31,3,3,1,36,4,11,2,2
589,59,9,0,0,35,3,31,4,27,6,1,1,36,4,11,2,2
590,59,10,0,0,23,6,27,4,31,3,3,1,36,4,11,2,2
591,60,1,1,1,23,6,27,4,35,3,1,88888,88888,88888,88888,88888,88888
592,60,2,0,1,27,5,35,4,23,6,3,88888,88888,88888,88888,88888,88888
593,60,3,1,0,35,3,23,5,31,4,2,88888,88888,88888,88888,88888,88888
594,60,4,0,1,27,4,23,5,35,3,2,88888,88888,88888,88888,88888,88888
595,60,5,1,0,35,3,27,6,31,5,2,88888,88888,88888,88888,88888,88888
596,60,6,0,1,23,6,27,5,35,3,2,88888,88888,88888,88888,88888,88888
597,60,7,1,0,35,3,31,5,23,6,3,88888,88888,88888,88888,88888,88888
598,60,8,0,0,27,5,23,6,31,3,2,88888,88888,88888,88888,88888,88888
599,60,9,0,0,35,3,31,4,27,6,3,88888,88888,88888,88888,88888,88888
600,60,10,0,0,23,6,27,4,31,3,1,88888,88888,88888,88888,88888,88888
601,61,1,1,1,23,6,27,4,35,3,2,2,36,2,11,2,4
602,61,2,0,1,27,5,35,4,23,6,3,2,36,2,11,2,4
603,61,3,1,0,35,3,23,5,31,4,2,2,36,2,11,2,4
604,61,4,0,1,27,4,23,5,35,3,3,2,36,2,11,2,4
605,61,5,1,0,35,3,27,6,31,5,2,2,36,2,11,2,4
606,61,6,0,1,23,6,27,5,35,3,3,2,36,2,11,2,4
607,61,7,1,0,35,3,31,5,23,6,1,2,36,2,11,2,4
608,61,8,0,0,27,5,23,6,31,3,3,2,36,2,11,2,4
609,61,9,0,0,35,3,31,4,27,6,2,2,36,2,11,2,4
610,61,10,0,0,23,6,27,4,31,3,3,2,36,2,11,2,4
611,62,1,1,1,23,6,27,4,35,3,2,1,32,6,12,2,4
612,62,2,0,1,27,5,35,4,23,6,1,1,32,6,12,2,4
613,62,3,1,0,35,3,23,5,31,4,3,1,32,6,12,2,4
614,62,4,0,1,27,4,23,5,35,3,1,1,32,6,12,2,4
615,62,5,1,0,35,3,27,6,31,5,1,1,32,6,12,2,4
616,62,6,0,1,23,6,27,5,35,3,2,1,32,6,12,2,4
617,62,7,1,0,35,3,31,5,23,6,2,1,32,6,12,2,4
618,62,8,0,0,27,5,23,6,31,3,3,1,32,6,12,2,4
619,62,9,0,0,35,3,31,4,27,6,1,1,32,6,12,2,4
620,62,10,0,0,23,6,27,4,31,3,2,1,32,6,12,2,4
621,63,1,1,1,23,6,27,4,35,3,3,2,26,3,15,5,3
622,63,2,0,1,27,5,35,4,23,6,2,2,26,3,15,5,3
623,63,3,1,0,35,3,23,5,31,4,1,2,26,3,15,5,3
624,63,4,0,1,27,4,23,5,35,3,3,2,26,3,15,5,3
625,63,5,1,0,35,3,27,6,31,5,1,2,26,3,15,5,3
626,63,6,0,1,23,6,27,5,35,3,1,2,26,3,15,5,3
627,63,7,1,0,35,3,31,5,23,6,1,2,26,3,15,5,3
628,63,8,0,0,27,5,23,6,31,3,2,2,26,3,15,5,3
629,63,9,0,0,35,3,31,4,27,6,1,2,26,3,15,5,3
630,63,10,0,0,23,6,27,4,31,3,3,2,26,3,15,5,3
631,64,1,1,1,23,6,27,4,35,3,2,2,26,3,15,5,3
632,64,2,0,1,27,5,35,4,23,6,3,2,26,3,15,5,3
633,64,3,1,0,35,3,23,5,31,4,3,2,26,3,15,5,3
634,64,4,0,1,27,4,23,5,35,3,1,2,26,3,15,5,3
635,64,5,1,0,35,3,27,6,31,5,3,2,26,3,15,5,3
636,64,6,0,1,23,6,27,5,35,3,2,2,26,3,15,5,3
637,64,7,1,0,35,3,31,5,23,6,2,2,26,3,15,5,3
638,64,8,0,0,27,5,23,6,31,3,3,2,26,3,15,5,3
639,64,9,0,0,35,3,31,4,27,6,1,2,26,3,15,5,3
640,64,10,0,0,23,6,27,4,31,3,3,2,26,3,15,5,3
641,65,1,1,1,23,6,27,4,35,3,2,88888,88888,88888,88888,88888,88888
642,65,2,0,1,27,5,35,4,23,6,1,88888,88888,88888,88888,88888,88888
643,65,3,1,0,35,3,23,5,31,4,2,88888,88888,88888,88888,88888,88888
644,65,4,0,1,27,4,23,5,35,3,2,88888,88888,88888,88888,88888,88888
645,65,5,1,0,35,3,27,6,31,5,3,88888,88888,88888,88888,88888,88888
646,65,6,0,1,23,6,27,5,35,3,2,88888,88888,88888,88888,88888,88888
647,65,7,1,0,35,3,31,5,23,6,2,88888,88888,88888,88888,88888,88888
648,65,8,0,0,27,5,23,6,31,3,1,88888,88888,88888,88888,88888,88888
649,65,9,0,0,35,3,31,4,27,6,2,88888,88888,88888,88888,88888,88888
650,65,10,0,0,23,6,27,4,31,3,2,88888,88888,88888,88888,88888,88888
651,66,1,1,1,23,6,27,4,35,3,1,88888,88888,88888,88888,88888,88888
652,66,2,0,1,27,5,35,4,23,6,3,88888,88888,88888,88888,88888,88888
653,66,3,1,0,35,3,23,5,31,4,2,88888,88888,88888,88888,88888,88888
654,66,4,0,1,27,4,23,5,35,3,2,88888,88888,88888,88888,88888,88888
655,66,5,1,0,35,3,27,6,31,5,3,88888,88888,88888,88888,88888,88888
656,66,6,0,1,23,6,27,5,35,3,1,88888,88888,88888,88888,88888,88888
657,66,7,1,0,35,3,31,5,23,6,3,88888,88888,88888,88888,88888,88888
658,66,8,0,0,27,5,23,6,31,3,2,88888,88888,88888,88888,88888,88888
659,66,9,0,0,35,3,31,4,27,6,2,88888,88888,88888,88888,88888,88888
660,66,10,0,0,23,6,27,4,31,3,2,88888,88888,88888,88888,88888,88888
661,67,1,1,1,23,6,27,4,35,3,2,2,39,6,19,2,2
662,67,2,0,1,27,5,35,4,23,6,2,2,39,6,19,2,2
663,67,3,1,0,35,3,23,5,31,4,1,2,39,6,19,2,2
664,67,4,0,1,27,4,23,5,35,3,2,2,39,6,19,2,2
665,67,5,1,0,35,3,27,6,31,5,3,2,39,6,19,2,2
666,67,6,0,1,23,6,27,5,35,3,2,2,39,6,19,2,2
667,67,7,1,0,35,3,31,5,23,6,2,2,39,6,19,2,2
668,67,8,0,0,27,5,23,6,31,3,3,2,39,6,19,2,2
669,67,9,0,0,35,3,31,4,27,6,1,2,39,6,19,2,2
670,67,10,0,0,23,6,27,4,31,3,3,2,39,6,19,2,2
671,68,1,1,1,23,6,27,4,35,3,3,2,51,5,14,5,2
672,68,2,0,1,27,5,35,4,23,6,1,2,51,5,14,5,2
673,68,3,1,0,35,3,23,5,31,4,3,2,51,5,14,5,2
674,68,4,0,1,27,4,23,5,35,3,1,2,51,5,14,5,2
675,68,5,1,0,35,3,27,6,31,5,3,2,51,5,14,5,2
676,68,6,0,1,23,6,27,5,35,3,2,2,51,5,14,5,2
677,68,7,1,0,35,3,31,5,23,6,2,2,51,5,14,5,2
678,68,8,0,0,27,5,23,6,31,3,1,2,51,5,14,5,2
679,68,9,0,0,35,3,31,4,27,6,2,2,51,5,14,5,2
680,68,10,0,0,23,6,27,4,31,3,2,2,51,5,14,5,2
681,69,1,1,1,23,6,27,4,35,3,2,2,26,7,16,5,3
682,69,2,0,1,27,5,35,4,23,6,3,2,26,7,16,5,3
683,69,3,1,0,35,3,23,5,31,4,2,2,26,7,16,5,3
684,69,4,0,1,27,4,23,5,35,3,1,2,26,7,16,5,3
685,69,5,1,0,35,3,27,6,31,5,2,2,26,7,16,5,3
686,69,6,0,1,23,6,27,5,35,3,2,2,26,7,16,5,3
687,69,7,1,0,35,3,31,5,23,6,3,2,26,7,16,5,3
688,69,8,0,0,27,5,23,6,31,3,2,2,26,7,16,5,3
689,69,9,0,0,35,3,31,4,27,6,2,2,26,7,16,5,3
690,69,10,0,0,23,6,27,4,31,3,1,2,26,7,16,5,3
691,70,1,1,1,23,6,27,4,35,3,1,2,44,2,6,2,5
692,70,2,0,1,27,5,35,4,23,6,1,2,44,2,6,2,5
693,70,3,1,0,35,3,23,5,31,4,3,2,44,2,6,2,5
694,70,4,0,1,27,4,23,5,35,3,1,2,44,2,6,2,5
695,70,5,1,0,35,3,27,6,31,5,2,2,44,2,6,2,5
696,70,6,0,1,23,6,27,5,35,3,1,2,44,2,6,2,5
697,70,7,1,0,35,3,31,5,23,6,3,2,44,2,6,2,5
698,70,8,0,0,27,5,23,6,31,3,1,2,44,2,6,2,5
699,70,9,0,0,35,3,31,4,27,6,3,2,44,2,6,2,5
700,70,10,0,0,23,6,27,4,31,3,1,2,44,2,6,2,5
701,71,1,1,1,23,6,27,4,35,3,1,2,52,6,18,1,3
702,71,2,0,1,27,5,35,4,23,6,3,2,52,6,18,1,3
703,71,3,1,0,35,3,23,5,31,4,2,2,52,6,18,1,3
704,71,4,0,1,27,4,23,5,35,3,2,2,52,6,18,1,3
705,71,5,1,0,35,3,27,6,31,5,2,2,52,6,18,1,3
706,71,6,0,1,23,6,27,5,35,3,1,2,52,6,18,1,3
707,71,7,1,0,35,3,31,5,23,6,3,2,52,6,18,1,3
708,71,8,0,0,27,5,23,6,31,3,2,2,52,6,18,1,3
709,71,9,0,0,35,3,31,4,27,6,3,2,52,6,18,1,3
710,71,10,0,0,23,6,27,4,31,3,1,2,52,6,18,1,3
711,72,1,1,1,23,6,27,4,35,3,2,2,34,4,13,2,3
712,72,2,0,1,27,5,35,4,23,6,1,2,34,4,13,2,3
713,72,3,1,0,35,3,23,5,31,4,2,2,34,4,13,2,3
714,72,4,0,1,27,4,23,5,35,3,1,2,34,4,13,2,3
715,72,5,1,0,35,3,27,6,31,5,2,2,34,4,13,2,3
716,72,6,0,1,23,6,27,5,35,3,2,2,34,4,13,2,3
717,72,7,1,0,35,3,31,5,23,6,3,2,34,4,13,2,3
718,72,8,0,0,27,5,23,6,31,3,1,2,34,4,13,2,3
719,72,9,0,0,35,3,31,4,27,6,2,2,34,4,13,2,3
720,72,10,0,0,23,6,27,4,31,3,2,2,34,4,13,2,3
721,73,1,1,1,23,6,27,4,35,3,2,1,45,6,16,4,2
722,73,2,0,1,27,5,35,4,23,6,1,1,45,6,16,4,2
723,73,3,1,0,35,3,23,5,31,4,2,1,45,6,16,4,2
724,73,4,0,1,27,4,23,5,35,3,1,1,45,6,16,4,2
725,73,5,1,0,35,3,27,6,31,5,3,1,45,6,16,4,2
726,73,6,0,1,23,6,27,5,35,3,2,1,45,6,16,4,2
727,73,7,1,0,35,3,31,5,23,6,2,1,45,6,16,4,2
728,73,8,0,0,27,5,23,6,31,3,3,1,45,6,16,4,2
729,73,9,0,0,35,3,31,4,27,6,2,1,45,6,16,4,2
730,73,10,0,0,23,6,27,4,31,3,3,1,45,6,16,4,2
731,74,1,1,1,23,6,27,4,35,3,2,1,60,4,13,2,4
732,74,2,0,1,27,5,35,4,23,6,1,1,60,4,13,2,4
733,74,3,1,0,35,3,23,5,31,4,2,1,60,4,13,2,4
734,74,4,0,1,27,4,23,5,35,3,1,1,60,4,13,2,4
735,74,5,1,0,35,3,27,6,31,5,1,1,60,4,13,2,4
736,74,6,0,1,23,6,27,5,35,3,2,1,60,4,13,2,4
737,74,7,1,0,35,3,31,5,23,6,1,1,60,4,13,2,4
738,74,8,0,0,27,5,23,6,31,3,1,1,60,4,13,2,4
739,74,9,0,0,35,3,31,4,27,6,2,1,60,4,13,2,4
740,74,10,0,0,23,6,27,4,31,3,2,1,60,4,13,2,4
741,75,1,1,1,23,6,27,4,35,3,2,2,32,4,15,2,5
742,75,2,0,1,27,5,35,4,23,6,1,2,32,4,15,2,5
743,75,3,1,0,35,3,23,5,31,4,2,2,32,4,15,2,5
744,75,4,0,1,27,4,23,5,35,3,2,2,32,4,15,2,5
745,75,5,1,0,35,3,27,6,31,5,2,2,32,4,15,2,5
746,75,6,0,1,23,6,27,5,35,3,2,2,32,4,15,2,5
747,75,7,1,0,35,3,31,5,23,6,3,2,32,4,15,2,5
748,75,8,0,0,27,5,23,6,31,3,2,2,32,4,15,2,5
749,75,9,0,0,35,3,31,4,27,6,3,2,32,4,15,2,5
